,title,genres
4244,happy family,Documentary
4245,tower heist,"Action,Comedy,Crime"
4246,notte prima degli esami,Comedy
4247,notte prima degli esami,Comedy
4248,beverly hills cop,"Action,Comedy,Crime"
4249,ricomincio da tre,Comedy
4250,beverly hills cop iii,"Action,Comedy,Crime"
4251,il 7 e l'8,Comedy
4252,beverly hills cop ii,"Action,Comedy,Crime"
4253,tutti gli uomini del deficiente,Comedy
4254,superfantagenio,"Comedy,Adventure,Fantasy"
4255,ghostbusters ii,"Action,Comedy,Fantasy"
4256,febbre da cavallo,Comedy
4257,notte prima degli esami,Comedy
4258,thank you for smoking,"Comedy,Drama"
4259,due notti con cleopatra,Comedy
4260,scary movie 3,Comedy
4261,beverly hills cop,"Action,Comedy,Crime"
4262,scary movie 2,Comedy
4263,ma che colpa abbiamo noi,Comedy
4264,"casa mia, casa mia...",Comedy
4265,"casa mia, casa mia...",Comedy
4266,beverly hills cop iii,"Action,Comedy,Crime"
4267,beverly hills cop ii,"Action,Comedy,Crime"
4268,tower heist,"Action,Comedy,Crime"
4269,notte prima degli esami,Comedy
4270,notte prima degli esami,Comedy
4271,thank you for smoking,"Comedy,Drama"
4272,the blues brothers,"Action,Adventure,Comedy"
4273,beverly hills cop,"Action,Comedy,Crime"
4274,il 7 e l'8,Comedy
4275,welcome to collinwood,"Comedy,Crime"
4276,ghostbusters ii,"Action,Comedy,Fantasy"
4277,febbre da cavallo,Comedy
4278,notte prima degli esami,Comedy
4279,un povero ricco,"Comedy,Romance"
4280,brevi amori a palma di majorca,Comedy
4281,47 morto che parla,Comedy
4282,beverly hills cop iii,"Action,Comedy,Crime"
4283,il 7 e l'8,Comedy
4284,beverly hills cop ii,"Action,Comedy,Crime"
4285,n (io e napoleone),Comedy
4286,per amare ofelia,Comedy
4287,thank you for smoking,"Comedy,Drama"
4288,da grande,"Comedy,Fantasy"
4289,questo e quello,Comedy
4290,billy madison,Comedy
4291,billy madison,Comedy
4292,io no spik inglish,Comedy
4293,beverly hills cop,"Action,Comedy,Crime"
4294,fracchia contro dracula,"Comedy,Horror"
4295,ma che colpa abbiamo noi,Comedy
4296,il ras del quartiere,Comedy
4297,beverly hills cop iii,"Action,Comedy,Crime"
4298,beverly hills cop ii,"Action,Comedy,Crime"
4299,happy family,Documentary
4300,happy family,Documentary
4301,n (io e napoleone),Comedy
4302,tower heist,"Action,Comedy,Crime"
4303,notte prima degli esami,Comedy
4304,notte prima degli esami,Comedy
4305,the blues brothers,"Action,Adventure,Comedy"
4306,beverly hills cop,"Action,Comedy,Crime"
4307,american pie 2,Comedy
4308,signori si nasce,Comedy
4309,il 7 e l'8,Comedy
4310,welcome to collinwood,"Comedy,Crime"
4311,happy family,Documentary
4312,gli zitelloni,Comedy
4313,ed,Comedy
4314,tower heist,"Action,Comedy,Crime"
4315,notte prima degli esami,Comedy
4316,thank you for smoking,"Comedy,Drama"
4317,da grande,"Comedy,Fantasy"
4318,fantozzi,Comedy
4319,un povero ricco,"Comedy,Romance"
4320,questo e quello,Comedy
4321,billy madison,Comedy
4322,47 morto che parla,Comedy
4323,fracchia contro dracula,"Comedy,Horror"
4324,nero bifamiliare,Comedy
4325,n (io e napoleone),Comedy
4326,n (io e napoleone),Comedy
4327,per amare ofelia,Comedy
4328,gli zitelloni,Comedy
4329,notte prima degli esami,Comedy
4330,notte prima degli esami,Comedy
4331,questo e quello,Comedy
4332,the blues brothers,"Action,Adventure,Comedy"
4333,47 morto che parla,Comedy
4334,io no spik inglish,Comedy
4335,fracchia contro dracula,"Comedy,Horror"
4336,american pie 2,Comedy
4337,ma che colpa abbiamo noi,Comedy
4338,il ras del quartiere,Comedy
4339,beverly hills cop iii,"Action,Comedy,Crime"
4340,il 7 e l'8,Comedy
4341,beverly hills cop ii,"Action,Comedy,Crime"
4342,tutti gli uomini del deficiente,Comedy
4343,ghostbusters ii,"Action,Comedy,Fantasy"
4344,gli zitelloni,Comedy
4345,notte prima degli esami,Comedy
4346,notte prima degli esami,Comedy
4347,thank you for smoking,"Comedy,Drama"
4348,da grande,"Comedy,Fantasy"
4349,questo e quello,Comedy
4350,beverly hills cop,"Action,Comedy,Crime"
4351,signori si nasce,Comedy
4352,ma che colpa abbiamo noi,Comedy
4353,ricomincio da tre,Comedy
4354,"casa mia, casa mia...",Comedy
4355,beverly hills cop iii,"Action,Comedy,Crime"
4356,il 7 e l'8,Comedy
4357,beverly hills cop ii,"Action,Comedy,Crime"
4358,ghostbusters ii,"Action,Comedy,Fantasy"
4359,gli zitelloni,Comedy
4360,notte prima degli esami,Comedy
4361,notte prima degli esami,Comedy
4362,the blues brothers,"Action,Adventure,Comedy"
4363,il medico della mutua,Comedy
4364,io no spik inglish,Comedy
4365,beverly hills cop,"Action,Comedy,Crime"
4366,american pie 2,Comedy
4367,signori si nasce,Comedy
4368,beverly hills cop iii,"Action,Comedy,Crime"
4369,beverly hills cop ii,"Action,Comedy,Crime"
4370,happy family,Documentary
4371,ghostbusters ii,"Action,Comedy,Fantasy"
4372,tower heist,"Action,Comedy,Crime"
4373,un povero ricco,"Comedy,Romance"
4374,the blues brothers,"Action,Adventure,Comedy"
4375,io no spik inglish,Comedy
4376,beverly hills cop,"Action,Comedy,Crime"
4377,fracchia contro dracula,"Comedy,Horror"
4378,welcome to collinwood,"Comedy,Crime"
4379,tutti gli uomini del deficiente,Comedy
4380,superfantagenio,"Comedy,Adventure,Fantasy"
4381,per amare ofelia,Comedy
4382,ed,Comedy
4383,thank you for smoking,"Comedy,Drama"
4384,brevi amori a palma di majorca,Comedy
4385,the blues brothers,"Action,Adventure,Comedy"
4386,due notti con cleopatra,Comedy
4387,billy madison,Comedy
4388,scary movie 3,Comedy
4389,47 morto che parla,Comedy
4390,io no spik inglish,Comedy
4391,fracchia contro dracula,"Comedy,Horror"
4392,scary movie 2,Comedy
4393,scary movie 2,Comedy
4394,ma che colpa abbiamo noi,Comedy
4395,ricomincio da tre,Comedy
4396,"due cuori, una cappella",Comedy
4397,piccola posta,Comedy
4398,la mortadella,Comedy
4399,la patata bollente,Comedy
4400,accadde al penitenziario,Comedy
4401,l'arbitro,Comedy
4402,basic instinct,"Thriller,Drama"
4403,basic instinct,"Thriller,Drama"
4404,american gangster,"Crime,Drama"
4405,john q,"Thriller,Crime,Drama"
4406,the life of david gale,"Thriller,Crime,Drama"
4407,the life of david gale,"Thriller,Crime,Drama"
4408,alexander,"Action,Drama"
4409,cast away,"Romance,Adventure,Drama"
4410,red dragon,"Thriller,Crime,Drama"
4411,red dragon,"Thriller,Crime,Drama"
4412,deep impact,"Action,Romance,Drama"
4413,die hard,"Action,Thriller"
4414,die hard,"Action,Thriller"
4415,die hard,"Action,Thriller"
4416,die hard,"Action,Thriller"
4417,free fall,"Action,Drama"
4418,chisum,Western
4419,mystic river,"Crime,Drama"
4420,ocean's twelve,"Thriller,Crime"
4421,sleepers,"Thriller,Crime,Drama"
4422,basic instinct,"Thriller,Drama"
4423,the big white,"Comedy,Crime,Drama"
4424,"welcome home, roscoe jenkins","Comedy,Romance"
4425,alexander,"Action,Drama"
4426,alexander,"Action,Drama"
4427,gosford park,"Comedy,Drama"
4428,pink cadillac,"Action,Comedy,Crime"
4429,ocean's thirteen,"Action,Thriller,Crime"
4430,free fall,"Action,Drama"
4431,the shape of things,"Comedy,Romance,Drama"
4432,the guys,Drama
4433,videodrome,"Thriller,Sci-Fi,Horror"
4434,mission to mars,"Thriller,Adventure,Sci-Fi"
4435,the big white,"Comedy,Crime,Drama"
4436,"welcome home, roscoe jenkins","Comedy,Romance"
4437,pink cadillac,"Action,Comedy,Crime"
4438,ocean's thirteen,"Action,Thriller,Crime"
4439,the guys,Drama
4440,videodrome,"Thriller,Sci-Fi,Horror"
4441,il sorriso del grande tentatore,Drama
4442,la teta y la luna,"Comedy,Romance"
4443,john q,"Thriller,Crime,Drama"
4444,the life of david gale,"Thriller,Crime,Drama"
4445,cast away,"Romance,Adventure,Drama"
4446,red dragon,"Thriller,Crime,Drama"
4447,medea,"Drama,Fantasy"
4448,il ragazzo del pony express,Comedy
4449,the judge,"Crime,Drama"
4450,chisum,Western
4451,nikita,"Action,Thriller"
4452,la visita,"Comedy,Romance"
4453,bello come un arcangelo,Comedy
4454,ocean's twelve,"Thriller,Crime"
4455,rocketman,"Comedy,Sci-Fi"
4456,odio mortale,Adventure
4457,la costanza della ragione,"Romance,Drama"
4458,sleepers,"Thriller,Crime,Drama"
4459,paura e amore,"Romance,Drama"
4460,batman begins,"Action,Adventure"
4461,rocky v,Drama
4462,tre uomini e una gamba,Comedy
4463,torque,"Action,Comedy,Crime"
4464,invasion,Sci-Fi
4465,rocky iv,Drama
4466,rocky balboa,"Action,Drama"
4467,mrs. doubtfire,"Comedy,Drama"
4468,richard,Comedy
4469,shark tale,"Comedy,Adventure"
4470,il 7 e l'8,Comedy
4471,tutti gli uomini del deficiente,Comedy
4472,happy family,Documentary
4473,ghostbusters ii,"Action,Comedy,Fantasy"
4474,febbre da cavallo,Comedy
4475,due notti con cleopatra,Comedy
4476,scary movie 2,Comedy
4477,ricomincio da tre,Comedy
4478,clerks,Comedy
4479,idiocracy,"Comedy,Adventure,Sci-Fi"
4480,little miss sunshine,"Comedy,Drama"
4481,ghostbusters ii,"Action,Comedy,Fantasy"
4482,fracchia contro dracula,"Comedy,Horror"
4483,duplex,Comedy
4484,il 7 e l'8,Comedy
4485,hot fuzz,"Action,Comedy"
4486,the blues brothers,"Action,Adventure,Comedy"
4487,billy madison,Comedy
4488,welcome to collinwood,"Comedy,Crime"
4489,gli zitelloni,Comedy
4490,ed,Comedy
4491,il comandante,Comedy
4492,da grande,"Comedy,Fantasy"
4493,the blues brothers,"Action,Adventure,Comedy"
4494,il medico della mutua,Comedy
4495,due notti con cleopatra,Comedy
4496,scary movie 3,Comedy
4497,i tartassati,Comedy
4498,"brutti, sporchi e cattivi","Comedy,Drama"
4499,"brutti, sporchi e cattivi","Comedy,Drama"
4500,fracchia contro dracula,"Comedy,Horror"
4501,fracchia contro dracula,"Comedy,Horror"
4502,fracchia contro dracula,"Comedy,Horror"
4503,i mostri,Comedy
4504,ma che colpa abbiamo noi,Comedy
4505,"casa mia, casa mia...",Comedy
4506,"due cuori, una cappella",Comedy
4507,piccola posta,Comedy
4508,la mortadella,Comedy
4509,four rooms,Comedy
4510,clerks,Comedy
4511,nero bifamiliare,Comedy
4512,tutti gli uomini del deficiente,Comedy
4513,superfantagenio,"Comedy,Adventure,Fantasy"
4514,happy family,Documentary
4515,ghostbusters ii,"Action,Comedy,Fantasy"
4516,un giorno in pretura,"Comedy,Drama"
4517,gli zitelloni,Comedy
4518,febbre da cavallo,Comedy
4519,the blues brothers,"Action,Adventure,Comedy"
4520,47 morto che parla,Comedy
4521,signori si nasce,Comedy
4522,ma che colpa abbiamo noi,Comedy
4523,duplex,Comedy
4524,starsky & hutch,"Comedy,Crime"
4525,idiocracy,"Comedy,Adventure,Sci-Fi"
4526,ed,Comedy
4527,da grande,"Comedy,Fantasy"
4528,un povero ricco,"Comedy,Romance"
4529,il medico della mutua,Comedy
4530,scary movie 3,Comedy
4531,i tartassati,Comedy
4532,"brutti, sporchi e cattivi","Comedy,Drama"
4533,i mostri,Comedy
4534,scary movie 2,Comedy
4535,un uomo in ginocchio,"Action,Thriller,Drama"
4536,tutti gli uomini del deficiente,Comedy
4537,ferie d'agosto,"Comedy,Drama"
4538,a tu per tu,Comedy
4539,il grande botto,Comedy
4540,a bigger splash,"Documentary,Drama"
4541,la settimana della sfinge,Comedy
4542,amami,Comedy
4543,bellifreschi,Comedy
4544,vita smeralda,Comedy
4545,carabinieri si nasce,Comedy
4546,vediamoci chiaro,Comedy
4547,la moglie in bianco... l'amante al pepe,Comedy
4548,tutti dentro,"Comedy,Drama"
4549,alex l'ariete,"Action,Crime"
4550,la gabbia,Drama
4551,prestami tua moglie,Comedy
4552,pierino medico della saub,Comedy
4553,giggi il bullo,Comedy
4554,via del corso,Comedy
4555,zorro e i tre moschettieri,"Action,Adventure,Comedy"
4556,delitti e profumi,Comedy
4557,poliziotti,"Crime,Drama"
4558,poliziotti,"Crime,Drama"
4559,la tigre e la neve,"Comedy,Romance,Drama"
4560,streghe verso nord,"Comedy,Fantasy"
4561,"la vergine, il toro e il capricorno",Comedy
4562,"la vergine, il toro e il capricorno",Comedy
4563,asso,Comedy
4564,il merlo maschio,Comedy
4565,il merlo maschio,Comedy
4566,casotto,Comedy
4567,gran bollito,"Crime,Drama,Horror"
4568,figli di annibale,Comedy
4569,casta e pura,Comedy
4570,zorro alla corte di spagna,Western
4571,psycosissimo,Comedy
4572,un uomo in ginocchio,"Action,Thriller,Drama"
4573,dottor jekyll e gentile signora,Comedy
4574,tutti gli uomini del deficiente,Comedy
4575,grandi magazzini,Comedy
4576,fantozzi,Comedy
4577,fantozzi,Comedy
4578,fantozzi,Comedy
4579,a tu per tu,Comedy
4580,in questo mondo di ladri,Comedy
4581,le nuove comiche,Comedy
4582,ricky & barabba,Comedy
4583,bellifreschi,Comedy
4584,noi uomini duri,Comedy
4585,di che segno sei?,Comedy
4586,il commissario lo gatto,Comedy
4587,il commissario lo gatto,Comedy
4588,la moglie vergine,Comedy
4589,vediamoci chiaro,Comedy
4590,la moglie in bianco... l'amante al pepe,Comedy
4591,la moglie in bianco... l'amante al pepe,Comedy
4592,tutti dentro,"Comedy,Drama"
4593,tutti dentro,"Comedy,Drama"
4594,"il tifoso, l'arbitro e il calciatore",Comedy
4595,italiani a rio,Comedy
4596,mi faccio la barca,Comedy
4597,borotalco,Comedy
4598,sogni mostruosamente proibiti,"Comedy,Fantasy"
4599,poliziotti,"Crime,Drama"
4600,il principe e il pirata,Comedy
4601,il gaucho,Comedy
4602,la scorta,"Action,Crime,Drama"
4603,"la vergine, il toro e il capricorno",Comedy
4604,roba da ricchi,Comedy
4605,roba da ricchi,Comedy
4606,roba da ricchi,Comedy
4607,fantozzi in paradiso,"Comedy,Romance"
4608,fantozzi in paradiso,"Comedy,Romance"
4609,fantozzi in paradiso,"Comedy,Romance"
4610,casotto,Comedy
4611,il bambino e il poliziotto,Comedy
4612,teste rasate,"Action,Drama"
4613,il branco,"Crime,Drama"
4614,colpo di fulmine,"Comedy,Drama"
4615,colpo di fulmine,"Comedy,Drama"
4616,cane e gatto,"Comedy,Crime"
4617,cane e gatto,"Comedy,Crime"
4618,ferie d'agosto,"Comedy,Drama"
4619,grandi magazzini,Comedy
4620,grandi magazzini,Comedy
4621,fantozzi,Comedy
4622,a tu per tu,Comedy
4623,a tu per tu,Comedy
4624,in questo mondo di ladri,Comedy
4625,il grande botto,Comedy
4626,bellifreschi,Comedy
4627,bellifreschi,Comedy
4628,noi uomini duri,Comedy
4629,vita smeralda,Comedy
4630,la moglie in bianco... l'amante al pepe,Comedy
4631,fantozzi alla riscossa,Comedy
4632,tutti dentro,"Comedy,Drama"
4633,"il tifoso, l'arbitro e il calciatore",Comedy
4634,mi faccio la barca,Comedy
4635,mi faccio la barca,Comedy
4636,giggi il bullo,Comedy
4637,borotalco,Comedy
4638,borotalco,Comedy
4639,sogni mostruosamente proibiti,"Comedy,Fantasy"
4640,il principe e il pirata,Comedy
4641,il gaucho,Comedy
4642,roba da ricchi,Comedy
4643,fantozzi in paradiso,"Comedy,Romance"
4644,il bambino e il poliziotto,Comedy
4645,amami,Comedy
4646,e adesso sesso,Comedy
4647,mondo candido,"Comedy,Adventure,Fantasy"
4648,pierino contro tutti,Comedy
4649,la gabbia,Drama
4650,via del corso,Comedy
4651,il merlo maschio,Comedy
4652,bruciati da cocente passione,Comedy
4653,la strategia della maschera,"Comedy,Drama"
4654,maciste contro i mostri,"Action,Adventure,Fantasy"
4655,il fantasma dell'opera,Horror
4656,casta e pura,Comedy
4657,casta e pura,Comedy
4658,il ginecologo della mutua,Comedy
4659,fiorina la vacca,Comedy
4660,africa addio,"Documentary,Horror"
4661,bagnomaria,Comedy
4662,bagnomaria,Comedy
4663,mediterraneo,"Comedy,Drama"
4664,la liceale seduce i professori,Comedy
4665,scuola di ladri,Comedy
4666,prestazione straordinaria,Drama
4667,ferie d'agosto,"Comedy,Drama"
4668,ferie d'agosto,"Comedy,Drama"
4669,sessomatto,Comedy
4670,sessomatto,Comedy
4671,leoni al sole,Comedy
4672,grandi magazzini,Comedy
4673,napoli violenta,"Action,Thriller,Crime"
4674,i due carabinieri,Comedy
4675,in questo mondo di ladri,Comedy
4676,la liceale nella classe dei ripetenti,Comedy
4677,amami,Comedy
4678,ricky & barabba,Comedy
4679,40 gradi all'ombra del lenzuolo,Comedy
4680,40 gradi all'ombra del lenzuolo,Comedy
4681,dove vai in vacanza?,Comedy
4682,"zucchero, miele e peperoncino",Comedy
4683,"zucchero, miele e peperoncino",Comedy
4684,"zucchero, miele e peperoncino",Comedy
4685,noi uomini duri,Comedy
4686,vita smeralda,Comedy
4687,ti amo in tutte le lingue del mondo,Comedy
4688,acqua e sapone,Comedy
4689,il ritorno del monnezza,Comedy
4690,il ritorno del monnezza,Comedy
4691,il ritorno del monnezza,Comedy
4692,gastone,Comedy
4693,ma che colpa abbiamo noi,Comedy
4694,"buongiorno, elefante!",Comedy
4695,un sacco bello,Comedy
4696,un sacco bello,Comedy
4697,un sacco bello,Comedy
4698,il commissario di ferro,"Action,Thriller,Crime"
4699,le comiche 2,Comedy
4700,quelle strane occasioni,Comedy
4701,"il cinico, l'infame, il violento","Action,Thriller,Crime"
4702,vacanze a ischia,"Comedy,Romance"
4703,maledetto il giorno che t'ho incontrato,Comedy
4704,maledetto il giorno che t'ho incontrato,Comedy
4705,faccia di picasso,Comedy
4706,il gatto mammone,Comedy
4707,roma violenta,"Action,Crime,Drama"
4708,un poliziotto scomodo,"Action,Crime"
4709,italia a mano armata,"Action,Thriller,Crime"
4710,delitto sull'autostrada,"Comedy,Crime,Drama"
4711,da corleone a brooklyn,"Thriller,Crime"
4712,il medico... la studentessa,Comedy
4713,il medico e lo stregone,Comedy
4714,la minorenne,"Comedy,Romance"
4715,mediterraneo,"Comedy,Drama"
4716,teste di cocco,Comedy
4717,vacanze in america,Comedy
4718,come tu mi vuoi,Comedy
4719,come tu mi vuoi,Comedy
4720,cane e gatto,"Comedy,Crime"
4721,ferie d'agosto,"Comedy,Drama"
4722,sessomatto,Comedy
4723,sessomatto,Comedy
4724,grandi magazzini,Comedy
4725,io so che tu sai che io so,"Comedy,Drama"
4726,facciamo fiesta,Comedy
4727,i due carabinieri,Comedy
4728,in questo mondo di ladri,Comedy
4729,il grande botto,Comedy
4730,sono un fenomeno paranormale,Comedy
4731,sono un fenomeno paranormale,Comedy
4732,ricky & barabba,Comedy
4733,40 gradi all'ombra del lenzuolo,Comedy
4734,le comiche,Comedy
4735,le comiche,Comedy
4736,le comiche,Comedy
4737,vita smeralda,Comedy
4738,tutto suo padre,Comedy
4739,ti amo in tutte le lingue del mondo,Comedy
4740,il burbero,Comedy
4741,al momento giusto,Comedy
4742,acqua e sapone,Comedy
4743,il ritorno del monnezza,Comedy
4744,ma che colpa abbiamo noi,Comedy
4745,mi faccio la barca,Comedy
4746,un sacco bello,Comedy
4747,il signor quindicipalle,"Comedy,Romance"
4748,quelle strane occasioni,Comedy
4749,vacanze a ischia,"Comedy,Romance"
4750,maledetto il giorno che t'ho incontrato,Comedy
4751,maledetto il giorno che t'ho incontrato,Comedy
4752,delitto sull'autostrada,"Comedy,Crime,Drama"
4753,killer per caso,Comedy
4754,viola bacia tutti,"Comedy,Adventure"
4755,teste di cocco,Comedy
4756,vacanze in america,Comedy
4757,la liceale seduce i professori,Comedy
4758,colpo di fulmine,"Comedy,Drama"
4759,marinai in coperta,Comedy
4760,cane e gatto,"Comedy,Crime"
4761,prestazione straordinaria,Drama
4762,prestazione straordinaria,Drama
4763,nottataccia,Comedy
4764,leoni al sole,Comedy
4765,leoni al sole,Comedy
4766,napoli violenta,"Action,Thriller,Crime"
4767,io so che tu sai che io so,"Comedy,Drama"
4768,baci e abbracci,Comedy
4769,la liceale nella classe dei ripetenti,Comedy
4770,la liceale nella classe dei ripetenti,Comedy
4771,chiavi in mano,Comedy
4772,amami,Comedy
4773,il comune senso del pudore,Comedy
4774,40 gradi all'ombra del lenzuolo,Comedy
4775,troppo belli,Comedy
4776,e adesso sesso,Comedy
4777,la legge violenta della squadra anticrimine,"Thriller,Crime,Drama"
4778,romanzo popolare,"Comedy,Drama"
4779,tutto suo padre,Comedy
4780,l'anatra all'arancia,Comedy
4781,callas forever,Drama
4782,i guappi non si toccano,Crime
4783,la ripetente fa l'occhietto al preside,Comedy
4784,"buongiorno, elefante!",Comedy
4785,disperatamente l'estate scorsa,Drama
4786,fratelli coltelli,Comedy
4787,fratelli coltelli,Comedy
4788,il commissario di ferro,"Action,Thriller,Crime"
4789,la parola amore esiste,"Comedy,Romance"
4790,quelle strane occasioni,Comedy
4791,"il cinico, l'infame, il violento","Action,Thriller,Crime"
4792,il lupo di mare,"Comedy,Romance"
4793,commedia sexy,Comedy
4794,faccia di picasso,Comedy
4795,puerto escondido,"Comedy,Crime"
4796,il gatto mammone,Comedy
4797,roma violenta,"Action,Crime,Drama"
4798,per un pugno nell'occhio,"Comedy,Western"
4799,il domestico,Comedy
4800,italia a mano armata,"Action,Thriller,Crime"
4801,delitto sull'autostrada,"Comedy,Crime,Drama"
4802,ultimo tango a zagarol,Comedy
4803,ultimo tango a zagarol,Comedy
4804,il medico e lo stregone,Comedy
4805,bye bye baby,"Comedy,Romance,Drama"
4806,viola bacia tutti,"Comedy,Adventure"
4807,cuori solitari,Drama
4808,vai gorilla,"Crime,Drama"
4809,i miei primi 40 anni,Comedy
4810,la minorenne,"Comedy,Romance"
4811,puro cashmere,"Comedy,Crime"
4812,la liceale seduce i professori,Comedy
4813,la liceale seduce i professori,Comedy
4814,animali metropolitani,"Comedy,Sci-Fi"
4815,prestazione straordinaria,Drama
4816,lettomania,Comedy
4817,facciamo fiesta,Comedy
4818,la liceale nella classe dei ripetenti,Comedy
4819,amami,Comedy
4820,il comune senso del pudore,Comedy
4821,ma che musica maestro,Comedy
4822,la legge violenta della squadra anticrimine,"Thriller,Crime,Drama"
4823,la legge violenta della squadra anticrimine,"Thriller,Crime,Drama"
4824,il frullo del passero,"Romance,Drama"
4825,il mistero di bellavista,Comedy
4826,il mistero di bellavista,Comedy
4827,brillantina rock,"Comedy,Drama"
4828,mi faccio la barca,Comedy
4829,quelle strane occasioni,Comedy
4830,la sposa americana,Comedy
4831,puerto escondido,"Comedy,Crime"
4832,un poliziotto scomodo,"Action,Crime"
4833,per un pugno nell'occhio,"Comedy,Western"
4834,il domestico,Comedy
4835,puro cashmere,"Comedy,Crime"
4836,mediterraneo,"Comedy,Drama"
4837,bomber,"Action,Comedy,Crime"
4838,daylight,"Action,Adventure,Drama"
4839,assassins,"Action,Thriller,Crime"
4840,lo chiamavano bulldozer,"Action,Comedy"
4841,il ragazzo di campagna,Comedy
4842,innamorato pazzo,"Comedy,Romance"
4843,il compagno don camillo,Comedy
4844,changeling,"Crime,Drama"
4845,corte marziale,Western
4846,a bigger splash,"Documentary,Drama"
4847,"metti, una sera a cena",Drama
4848,moglie nuda e siciliana,Comedy
4849,by the sea,"Comedy,Romance"
4850,il piatto piange,Comedy
4851,e venne un uomo,Drama
4852,i quattro dell'apocalisse,"Western,Fantasy"
4853,profondo rosso,"Thriller,Horror"
4854,4 marmittoni alle grandi manovre,Comedy
4855,catlow,"Comedy,Western"
4856,acqua e sapone,Comedy
4857,un sacco bello,Comedy
4858,borotalco,Comedy
4859,roba da ricchi,Comedy
4860,il sorpasso,"Comedy,Drama"
4861,charleston,Comedy
4862,viva l'italia,Drama
4863,ma che musica maestro,Comedy
4864,sogni mostruosamente proibiti,"Comedy,Fantasy"
4865,teste di cocco,Comedy
4866,avanzi di galera,Drama
4867,spy game,"Action,Thriller,Crime"
4868,the new world,Drama
4869,vendetta... sarda,Comedy
4870,missione speciale lady chaplin,"Action,Adventure,Crime"
4871,arlington road,"Action,Crime,Drama"
4872,passato prossimo,Comedy
4873,due contro tutti,"Comedy,Western"
4874,the prestige,"Sci-Fi,Drama"
4875,agente 077 missione bloody mary,Adventure
4876,invasion,Sci-Fi
4877,spy,"Action,Crime,Drama"
4878,donatella,Comedy
4879,ribelli per caso,Comedy
4880,the big white,"Comedy,Crime,Drama"
4881,"welcome home, roscoe jenkins","Comedy,Romance"
4882,the danish girl,"Romance,Drama"
4883,we were soldiers,"Action,Drama"
4884,the war,Drama
4885,dragon,Fantasy
4886,air america,"Action,Comedy"
4887,apollo 13,"Adventure,Drama"
4888,forget paris,"Comedy,Romance"
4889,"welcome home, roscoe jenkins","Comedy,Romance"
4890,the new world,Drama
4891,we were soldiers,"Action,Drama"
4892,dragon,Fantasy
4893,arlington road,"Action,Crime,Drama"
4894,arlington road,"Action,Crime,Drama"
4895,the prestige,"Sci-Fi,Drama"
4896,invasion,Sci-Fi
4897,spy,"Action,Crime,Drama"
4898,apollo 13,"Adventure,Drama"
4899,provocazione,Drama
4900,arakimentari,Documentary
4901,shortbus,"Comedy,Romance,Drama"
4902,scarlet diva,Drama
4903,la bimba di satana,Horror
4904,provocazione,Drama
4905,la chiave,"Romance,Drama"
4906,wasabi,"Action,Comedy,Crime"
4907,shortbus,"Comedy,Romance,Drama"
4908,ritratto di borghesia in nero,Drama
4909,scarlet diva,Drama
4910,monella,"Comedy,Romance"
4911,monella,"Comedy,Romance"
4912,la bimba di satana,Horror
4913,la fine dell'innocenza,Drama
4914,la fine dell'innocenza,Drama
4915,amor idiota,Comedy
4916,amor idiota,Comedy
4917,monolith,"Action,Sci-Fi"
4918,peccato veniale,Comedy
4919,io sono mia,Drama
4920,io sono mia,Drama
4921,"amori, letti e tradimenti",Comedy
4922,"amori, letti e tradimenti",Comedy
4923,il dio serpente,"Adventure,Drama,Horror"
4924,isolation,"Thriller,Sci-Fi,Horror"
4925,"anna, quel particolare piacere","Crime,Drama"
4926,l'infermiera,Comedy
4927,l'infermiera,Comedy
4928,la novizia,Comedy
4929,extortion,Crime
4930,graffiante desiderio,"Thriller,Drama"
4931,graffiante desiderio,"Thriller,Drama"
4932,arakimentari,Documentary
4933,"anna, quel particolare piacere","Crime,Drama"
4934,la novizia,Comedy
4935,extortion,Crime
4936,kickboxer,"Action,Thriller"
4937,autumn in new york,"Romance,Drama"
4938,madame,"Thriller,Drama"
4939,ritratto di borghesia in nero,Drama
4940,dallas buyers club,Drama
4941,kika,Comedy
4942,cugini carnali,Comedy
4943,cugini carnali,Comedy
4944,la nipote,Comedy
4945,la nipote,Comedy
4946,voglia di guardare,Drama
4947,malamore,Drama
4948,malamore,Drama
4949,le dolci zie,Comedy
4950,arakimentari,Documentary
4951,il miele del diavolo,Thriller
4952,il miele del diavolo,Thriller
4953,kika,Comedy
4954,kickboxer,"Action,Thriller"
4955,banlieue 13,"Action,Sci-Fi,Crime"
4956,banlieue 13,"Action,Sci-Fi,Crime"
4957,wasabi,"Action,Comedy,Crime"
4958,piccole labbra,Drama
4959,piccole labbra,Drama
4960,la iena,"Romance,Thriller"
4961,casa di piacere,Romance
4962,casa di piacere,Romance
4963,conviene far bene l'amore,"Comedy,Sci-Fi"
4964,conviene far bene l'amore,"Comedy,Sci-Fi"
4965,vacanze per un massacro,"Action,Crime,Drama"
4966,la fine dell'innocenza,Drama
4967,la fine dell'innocenza,Drama
4968,lussuria,Drama
4969,banlieue 13,"Action,Sci-Fi,Crime"
4970,banlieue 13,"Action,Sci-Fi,Crime"
4971,wasabi,"Action,Comedy,Crime"
4972,arakimentari,Documentary
4973,la iena,"Romance,Thriller"
4974,vacanze per un massacro,"Action,Crime,Drama"
4975,vacanze in america,Comedy
4976,interstellar,"Adventure,Sci-Fi,Drama"
